鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
龜山區,房地(土地+建物)+車位,桃園市龜山區文化七路１２７巷７號,5.53,商,,,1131204,土地1建物1車位1,一層,九層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0851231,48.56,0,0,0,無,有,5000000,102987,坡道平面,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLOJKIJGFHH68EA,17.77,0.0,2.98,有,
桃園區,土地,和平段196地號,196.17,都市：其他:河川區,,,1131203,土地4建物0車位0,,,其他,,,,0.0,0,0,0,無,無,11060000,56380,,0.0,0,,RPUOMLQJKIJGFAH48DA,0.0,0.0,0.0,無,
觀音區,土地,甘泉段836-6地號,1.08,住,,,1131202,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,42471,39325,,0.0,0,,RPWVMLQJKIJGFBH86DA,0.0,0.0,0.0,無,
桃園區,房地(土地+建物),桃園市桃園區龍安街１２號九樓之５,6.35,住,,,1131105,土地1建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850106,56.18,2,1,1,有,有,4000000,71200,,0.0,0,,RPQNMLQJJIJGFAH97EA,41.42,0.0,3.34,有,
龜山區,房地(土地+建物),桃園市龜山區明成街２１８號三樓,10.81,住,,,1131104,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970123,39.17,1,1,1,有,有,3050000,77866,,0.0,0,,RPVNMLQJJIJGFHH09DA,21.46,0.67,2.09,有,
龜山區,車位,桃園市龜山區大同路１０４巷１１號地下一層,0.11,住,,,1131104,土地1建物1車位1,地下一層,八層,其他,管理員室,鋼筋混凝土造,0940518,25.06,0,0,0,無,無,1830000,,其他,25.06,1830000,僅車位交易；,RPQNMLSJJIJGFHH88EA,0.0,0.0,0.0,無,00001
桃園區,土地,富國段481地號,117.17,住,,,1131103,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,32605000,278271,,0.0,0,地上建物及地上物皆屬本案買賣範圍內但不予計價。未登記建物；,RPTNMLQJJIJGFAH18DA,0.0,0.0,0.0,無,00002
桃園區,土地,富國段481地號,58.58,住,,,1131103,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,16303000,278303,,0.0,0,地上建物及地上物皆屬本案買賣範圍內但不予計價。未登記建物；,RPUNMLQJJIJGFAH28DA,0.0,0.0,0.0,無,00002
中壢區,房地(土地+建物),桃園市中壢區興仁路二段９９號五樓之１１,7.04,住,,,1131101,土地1建物1車位0,五層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0950520,31.66,1,0,1,有,有,1520000,48010,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLMJJIJGFBH47DA,16.97,0.88,2.2,有,
觀音區,房地(土地+建物),桃園市觀音區仁德街１３８號三樓,13.52,,工業區,丁種建築用地,1131101,土地1建物1車位0,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1090611,53.35,2,0,2,有,有,4420000,82849,,0.0,0,,RPSOMLLKJIJGFBH87DA,37.17,0.0,3.96,有,00004
龍潭區,房地(土地+建物),桃園市龍潭區中興路２１６巷５弄２１號,13.11,,鄉村區,乙種建築用地,1131103,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0840624,36.16,1,1,1,有,無,2850000,78816,,0.0,0,,RPUNMLLKJIJGFCH08DA,25.05,4.67,0.0,無,00005
龜山區,房地(土地+建物)+車位,桃園市龜山區長慶一街４５巷３１號二樓,17.92,住,,,1131104,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130826,142.68,3,2,2,有,有,16330000,114452,坡道平面,28.69,0,其他增建；,RPPNMLPJJIJGFHH38DA,67.39,0.0,8.38,有,00006
龜山區,房地(土地+建物)+車位,桃園市龜山區同心二路１７號四樓,18.88,住,,,1131103,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0940205,93.65,3,2,2,有,有,2500000,26695,坡道平面,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLTJJIJGFHH78DA,49.91,0.0,5.68,有,
龜山區,土地,興華段793地號,918.33,,,,1131106,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,191013333,208001,,0.0,0,協議價購；,RPPNMLMKJIJGFHH18DA,0.0,0.0,0.0,無,00007
龜山區,土地,新路段697地號,6.33,住,,,1131107,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,50000,7899,,0.0,0,,RPSNMLMKJIJGFHH48DA,0.0,0.0,0.0,無,00008
大溪區,房地(土地+建物),桃園市大溪區三元一街５１號,76.9,,鄉村區,乙種建築用地,1131104,土地2建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,0850921,259.67,5,2,4,有,有,4000000,15404,,0.0,0,,RPRNMLMKJIJGFCH97EA,221.8,2.09,11.19,無,00009
平鎮區,土地,賦梅段502-1地號,1333.88,農,,,1131101,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,12000000,8996,,0.0,0,,RPPPMLLKJIJGFGH18DA,0.0,0.0,0.0,無,
桃園區,房地(土地+建物)+車位,桃園市桃園區中正路１３９２號九樓之四,12.9,住,,,1131106,土地1建物1車位1,九層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830803,131.53,3,1,2,有,有,12000000,91234,坡道平面,0.0,0,,RPTOMLMKJIJGFAH97DA,74.62,0.0,9.3,有,
龍潭區,土地,文化段356-1地號,80.74,農,,,1131105,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2050000,25390,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQOMLPJJIJGFCH08DA,0.0,0.0,0.0,無,00010
蘆竹區,房地(土地+建物),桃園市蘆竹區大福路１５１巷２弄１６號,56.0,住,,,1131103,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0700521,93.0,2,2,2,有,無,10500000,112903,,0.0,0,,RPXNMLSJJIJGFEH56DA,93.0,0.0,0.0,無,
大園區,土地,艋舺段303地號,440.17,,一般農業區,甲種建築用地,1131111,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3400000,7724,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPROMLMKJIJGFEH18DA,0.0,0.0,0.0,無,
平鎮區,房地(土地+建物),桃園市平鎮區合作街８８號,17.0,住,,,1131104,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0591201,29.84,5,2,3,有,無,2800000,93834,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPROMLOJJIJGFGH48DA,29.84,0.0,0.0,無,
八德區,房地(土地+建物),桃園市八德區中山一路１１７號,110.89,農,,,1131101,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1120411,286.61,3,1,5,有,有,4500000,15701,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLNKJIJGFFH18EA,272.7,0.0,13.53,有,00011
龜山區,土地,陳厝段1744地號,223.46,都市：其他:保護區,,,1131104,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4410000,19735,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPQOMLSJJIJGFHH88DA,0.0,0.0,0.0,無,
龜山區,土地,明興段111地號,287.81,住,,,1131101,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,14815000,51475,,0.0,0,包含公共設施保留地用地；,RPPNMLNKJIJGFHH38EA,0.0,0.0,0.0,無,00012
桃園區,房地(土地+建物),桃園市桃園區國聖一街５１號七樓之３,6.22,住,,,1131103,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850217,33.03,1,1,1,有,有,2650000,80230,,0.0,0,陽臺外推；,RPSPMLPJJIJGFAH18DA,21.83,0.0,3.18,有,
桃園區,房地(土地+建物),桃園市桃園區中華路３號十三樓之１０,3.03,商,,,1131102,土地1建物1車位0,十三層,十七層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,0861224,38.2,1,1,1,有,有,4950000,129581,,0.0,0,,RPOQMLOKJIJGFAH87DA,23.1,0.0,4.05,有,
