編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPPNMLPKKHJGFAA17CC,41,61.87,住家用,鋼筋混凝土造,72年1月4日,五層,,
RPPNMLPKKHJGFAA17CC,41,6.22,共有部分,鋼筋混凝土造,72年1月4日,五層,,
RPQNMLPKKHJGFAA27CC,56,95.10,住家用,加強磚造,56年11月30日,四層,,
RPRNMLPKKHJGFAA37CC,49,84.57,集合住宅,鋼筋混凝土造,64年7月21日,四層,,
RPSNMLPKKHJGFAA47CC,14,14.30,住家用,鋼筋混凝土造,98年10月28日,十五層,,
RPSNMLPKKHJGFAA47CC,14,4.53,共有部分，本共有部分之項目有樓梯間、騎樓、陽台、機車昇降機、梯廳、花台、防空避難室兼停車空間、管理員室、電梯間、機械室、發電機室、台電管道間、消防泵浦室、蓄水池、ＣＯ２機房、電梯機房、水箱等１７項。,鋼筋混凝土造,98年10月28日,十五層,,
RPSNMLPKKHJGFAA47CC,14,4.98,共有部分，本共有部分之項目有梯廳、雨遮等２項。,鋼筋混凝土造,98年10月28日,十五層,,
RPPNMLNKKHJGFBA07CC,,20.00,,,,,,
RPPNMLOKKHJGFBA17CC,37,24.00,商業用,鋼筋混凝土造,76年4月25日,十層,,
RPQNMLOKKHJGFBA27CC,37,24.00,商業用,鋼筋混凝土造,76年4月25日,十層,,
RPPNMLPKKHJGFBA27CC,46,92.14,住家用,鋼筋混凝土造,66年12月22日,五層,,
RPRNMLPKKHJGFBA47CC,37,55.03,見使用執照,鋼筋混凝土造,76年2月6日,五層,,
RPRNMLPKKHJGFBA47CC,37,1.60,共有部分,鋼筋混凝土造,76年2月6日,五層,,
RPQNMLPKKHJGFBA37CC,50,99.65,住家用,鋼筋混凝土造,63年7月4日,四層,,
RPSNMLPKKHJGFBA57CC,47,54.48,住家用,鋼筋混凝土造,65年12月11日,五層,,
RPUNMLPKKHJGFBA77CC,26,15.12,商業用,鋼筋混凝土造,87年7月17日,十二層,,
RPUNMLPKKHJGFBA77CC,26,3.84,共有部分,鋼筋混凝土造,87年7月17日,十二層,,
RPUNMLPKKHJGFBA77CC,26,2.06,共有部分,鋼筋混凝土造,87年7月17日,十二層,,
RPTNMLPKKHJGFBA67CC,42,20.59,住家用,鋼筋混凝土造,70年12月28日,十一層,,
RPTNMLPKKHJGFBA67CC,41,6.33,共有部分,鋼筋混凝土造,71年12月28日,十一層,,
RPXNMLPKKHJGFBA08CC,44,27.28,商業用,鋼筋混凝土造,69年6月9日,十二層,,
RPWNMLPKKHJGFBA97CC,48,53.97,商業用,鋼筋混凝土造,65年4月22日,四層,,
RPXNMLPKKHJGFBA08CC,44,7.41,共有部分,鋼筋混凝土造,69年6月9日,十二層,,
RPVNMLPKKHJGFBA87CC,41,93.30,住家用,鋼筋混凝土造,71年10月27日,十二層,,
RPVNMLPKKHJGFBA87CC,41,27.43,共有部分,鋼筋混凝土造,71年10月27日,十二層,,
RPOOMLPKKHJGFBA27CC,56,38.68,住家用,鋼筋混凝土造,56年9月21日,五層,,
RPQNMLNJQHIGFBA57CC,54,84.02,住家用,加強磚造,58年5月12日,四層,,
RPQNMLPKKHJGFCA47CC,45,18.43,商業用,鋼筋混凝土造,67年8月2日,八層,,
RPRNMLPKKHJGFCA57CC,39,23.61,住家用,鋼筋混凝土造,73年9月22日,七層,,
RPTNMLOKKHJGFCA67CC,34,23.00,工業用,鋼筋混凝土造,78年7月24日,五層,,
RPPNMLPKKHJGFCA37CC,44,111.06,住家用,鋼筋混凝土造,69年3月14日,四層,,
RPQNMLPKKHJGFCA47CC,45,5.28,共有部分,鋼筋混凝土造,67年8月2日,八層,,
RPSNMLOKKHJGFCA57CC,34,23.00,工業用,鋼筋混凝土造,78年7月24日,五層,,
RPRNMLOKKHJGFCA47CC,35,23.00,工業用,鋼筋混凝土造,78年7月24日,五層,,
RPRNMLPKKHJGFCA57CC,39,7.46,共有部分,鋼筋混凝土造,73年9月22日,七層,,
RPPNMLNKKHJGFCA17CC,27,58.65,住家用,鋼筋混凝土造,85年7月18日,十七層,,
RPPNMLOKKHJGFCA27CC,35,23.00,工業用,鋼筋混凝土造,78年7月24日,五層,,
RPPNMLNKKHJGFCA17CC,27,21.32,共有部分,鋼筋混凝土造,85年7月18日,十七層,,
RPQNMLOKKHJGFCA37CC,34,23.00,工業用,鋼筋混凝土造,78年7月24日,五層,,
RPSNMLPKKHJGFCA67CC,43,29.88,住家用,鋼筋混凝土造,70年1月22日,十四層,,
RPSNMLPKKHJGFCA67CC,43,12.76,共有部分,鋼筋混凝土造,70年1月22日,十四層,,
RPQOMLPKKHJGFCA57CC,47,24.40,住家用,鋼筋混凝土造,66年6月28日,四層,,
RPROMLPKKHJGFCA67CC,46,65.73,住家用,鋼筋混凝土造,67年7月7日,四層,,
RPXNMLPKKHJGFCA18CC,53,66.20,住家用,鋼筋混凝土造,60年1月6日,四層,,
