鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
左營區,土地,左南段1506地號,16.88,住,,,1130501,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,600000,35545,,0.0,0,,RPPNMLQJNHJGFEE28EA,0.0,0.0,0.0,無,00001
六龜區,房地(土地+建物),高雄市六龜區新威２２０之１號,55.78,,鄉村區,乙種建築用地,1130502,土地1建物1車位0,全,二層,透天厝,農業用,加強磚造,0730217,38.22,5,1,2,有,無,300000,7849,,0.0,0,畸零地或有合併使用效益；,RPQNMLTJNHJGFKE56DA,38.22,0.0,0.0,無,
小港區,土地,龍鳳段1019地號,7.6,商,,,1130502,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,505670,66536,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTQMLNJNHJGFCE38DA,0.0,0.0,0.0,無,00002
大樹區,土地,新興段279地號,77.56,住,,,1130504,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1300000,16761,,0.0,0,,RPTOMLTJNHJGFGE56DA,0.0,0.0,0.0,無,00003
大寮區,土地,義勇段247地號,36.08,都市：其他:道路用地,,,1130502,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,400000,11086,,0.0,0,包含公共設施保留地用地；,RPRNMLNJNHJGFLE78DA,0.0,0.0,0.0,無,
大寮區,土地,義仁段697地號,177.3,農,,,1130501,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1000000,5640,,0.0,0,,RPTNMLSJNHJGFLE86DA,0.0,0.0,0.0,無,
小港區,房地(土地+建物),高雄市小港區宏泰街９１號四樓,21.15,住,,,1130502,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830607,123.4,3,2,2,有,有,1681864,13629,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQPMLMJNHJGFCE87DA,95.93,0.43,6.2,有,
三民區,土地,大港段二小段1539-1地號,17.92,都市：其他:道路用地,,,1130501,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,200000,11161,,0.0,0,包含公共設施保留地用地；,RPXNMLTJNHJGFDE56DA,0.0,0.0,0.0,無,
燕巢區,土地,觀水段664-1地號,4.75,都市：其他:河川區兼供道路及高速公路使用,,,1130501,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,78375,16500,,0.0,0,協議價購；,RPQNMLRJNHJGFFE48DA,0.0,0.0,0.0,無,
