編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPTNMLPKKHJGFAB67CC,27,20.73,住家用,鋼筋混凝土造,86年2月5日,十二層,,
RPPNMLPKKHJGFAB27CC,37,90.81,住家用,鋼筋混凝土造,76年2月23日,五層,,
RPTNMLPKKHJGFAB67CC,27,10.99,共同使用,鋼筋混凝土造,86年2月5日,十二層,,
RPWNMLPKKHJGFAB97CC,29,22.70,住家用,鋼筋混凝土造,84年1月7日,十三層,,
RPPNMLPKKHJGFAB27CC,37,4.40,受電室，梯間,鋼筋混凝土造,76年2月23日,五層,,
RPXNMLPKKHJGFAB08CC,49,16.52,商業用,見其他登記事項,64年5月5日,二層,,
RPOOMLPKKHJGFAB27CC,29,77.55,住家用,鋼筋混凝土造,84年1月7日,十二層,,
RPRNMLPKKHJGFAB47CC,5,74.76,集合住宅,鋼筋混凝土造,108年3月25日,十二層,,
RPWNMLPKKHJGFAB97CC,29,3.51,梯間、水箱、機房,鋼筋混凝土造,84年1月7日,十三層,,
RPOOMLPKKHJGFAB27CC,29,27.98,共有部份,鋼筋混凝土造,84年1月7日,十二層,,
RPRNMLPKKHJGFAB47CC,5,72.81,本共有部份係依使用執照之建築概要表記載項目有：防空避難室兼停車空間、一般安全梯、一般昇降機、緊急昇降機、汙水機房、消防機房、水箱、車道、梯廳（排煙室）、機電設備、停車空間、機車停車空間、台電配電室、發電機室、電信室、公共服務空間、管委會使用空間、梯廳、垃圾儲藏室、排煙室、戶外安全梯、走廊、水錶室、梯間、機械室等２５項。,鋼筋混凝土造,108年3月25日,十二層,,
RPWNMLPKKHJGFAB97CC,29,2.48,共有部份,鋼筋混凝土造,84年1月7日,十三層,,
RPWNMLPKKHJGFAB97CC,29,1.40,共有部份,鋼筋混凝土造,84年1月7日,十三層,,
RPUNMLPKKHJGFAB77CC,30,19.83,集合住宅,鋼筋混凝土造,83年3月12日,四層,,
RPQNMLPKKHJGFAB37CC,17,245.25,集合住宅,鋼筋混凝土造,96年5月21日,十二層,,
