鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
觀音區,土地,富溪段67地號,587.24,住,,,1101201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,29468888,50182,,0.0,0,政府機關標讓售；,RPQNMLQJKIGGFBH87EA,0.0,0.0,0.0,無,
觀音區,土地,富溪段307地號,472.82,住,,,1101201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,22258888,47077,,0.0,0,政府機關標讓售；,RPRNMLQJKIGGFBH97EA,0.0,0.0,0.0,無,
觀音區,土地,大觀段329地號,516.47,住,,,1101201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,28216888,54634,,0.0,0,政府機關標讓售；,RPSNMLQJKIGGFBH08EA,0.0,0.0,0.0,無,
觀音區,土地,富溪段399地號,100.68,住,,,1101201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5020001,49861,,0.0,0,政府機關標讓售；,RPSSMLQJKIGGFBH58EA,0.0,0.0,0.0,無,
觀音區,土地,大觀段408地號,1190.76,住,,,1101201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,71100000,59710,,0.0,0,政府機關標讓售；,RPPNMLRJKIGGFBH87EA,0.0,0.0,0.0,無,
觀音區,土地,富溪段207地號,135.45,住,,,1101201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7888888,58242,,0.0,0,政府機關標讓售；,RPORMLRJKIGGFBH18EA,0.0,0.0,0.0,無,
桃園區,房地(土地+建物),桃園市桃園區南門街９號,16.8,住,,,1101206,土地1建物1車位0,一層，騎樓,五層,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,0700714,57.89,1,1,1,有,無,1234800,21330,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVPMLQJKIGGFAH48EA,53.82,0.0,0.0,無,
觀音區,土地,大觀段478地號,1632.49,住,,,1101201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,75589999,46303,,0.0,0,政府機關標讓售；,RPSPMLRJKIGGFBH28DA,0.0,0.0,0.0,無,
觀音區,土地,大觀段488地號,702.63,住,,,1101201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,40808888,58080,,0.0,0,政府機關標讓售；,RPUOMLQJKIGGFBH38EA,0.0,0.0,0.0,無,
觀音區,土地,富溪段157地號,299.14,住,,,1101201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,18198481,60836,,0.0,0,政府機關標讓售；,RPXSMLRJKIGGFBH56EA,0.0,0.0,0.0,無,
觀音區,土地,大觀段161地號,196.73,住,,,1101201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11009498,55962,,0.0,0,政府機關標讓售；,RPSPMLTJKIGGFBH58EA,0.0,0.0,0.0,無,
平鎮區,土地,中興段810地號,3.36,都市：其他:道路用地,,,1101201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,84904,25269,,0.0,0,包含公共設施保留地用地；協議價購；,RPTOMLSJKIGGFGH88DA,0.0,0.0,0.0,無,
大溪區,土地,烏塗段2015-1地號,20.3,,山坡地保育區,暫未編定,1101202,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,245630,12100,,0.0,0,未登記建物；,RPROMLRJKIGGFCH18DA,0.0,0.0,0.0,無,
觀音區,土地,富溪段273地號,236.66,住,,,1101201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,12968888,54800,,0.0,0,政府機關標讓售；,RPXRMLRJKIGGFBH98DA,0.0,0.0,0.0,無,
