鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
東勢區,土地,石壁坑段97地號,19.0,,鄉村區,乙種建築用地,1101203,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,100000,5263,,0.0,0,,RPRNMLNJKIGGFGB47DA,0.0,0.0,0.0,無,
西屯區,房地(土地+建物),臺中市西屯區工業區三十八路１４８巷２８號四樓之３,17.84,住,,,1101119,土地1建物1車位0,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0801127,75.39,3,2,1,有,有,3880000,51466,,0.0,0,,RPWOMLTLIIGGFCB38EA,55.34,1.47,8.8,有,
大甲區,土地,臨江段788地號,171.11,,,,1101102,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,400000,2338,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；包含公共設施保留地用地；,RPQNMLMJJIGGFEB96DA,0.0,0.0,0.0,無,
外埔區,土地,二崁段692地號,95.16,,特定農業區,殯葬用地,1101102,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,280000,2942,,0.0,0,地清或未辦繼承標售；,RPPNMLSJJIGGFEB57EA,0.0,0.0,0.0,無,
后里區,土地,圳寮段385地號,7.23,,山坡地保育區,農牧用地,1101101,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7800,1079,,0.0,0,,RPWNMLLJJIGGFDB37DA,0.0,0.0,0.0,無,00001
沙鹿區,土地,公館北段139地號,339.16,住,,,1101103,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,14005168,41294,,0.0,0,未登記建物；政府機關標讓售；,RPVOMLPJJIGGFFB08EA,0.0,0.0,0.0,無,
和平區,土地,環山段1075-5地號,9976.0,,山坡地保育區,林業用地,1101104,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2200000,221,,0.0,0,,RPPNMLKKJIGGFGB96DA,0.0,0.0,0.0,無,
烏日區,土地,溪南西段1666地號,1378.0,,特定農業區,農牧用地,1101101,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,20842250,15125,,0.0,0,,RPUOMLPJJIGGFIB18DA,0.0,0.0,0.0,無,
清水區,土地,西社段399地號,370.26,都市：其他:道路用地,,,1101109,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,9152827,24720,,0.0,0,包含公共設施保留地用地；,RPXOMLTJJIGGFFB58DA,0.0,0.0,0.0,無,
龍井區,房地(土地+建物),臺中市龍井區藝術北街６巷１０號二樓之一,13.34,住,,,1101101,土地1建物1車位0,二層，電梯樓梯間,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690509,27.97,1,0,1,有,無,1850000,66142,,0.0,0,,RPQNMLQJJIGGFKB97DA,27.97,0.0,0.0,無,
太平區,土地,永隆段232地號,18.96,,鄉村區,乙種建築用地,1101101,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,700000,36920,,0.0,0,本交易標的為法定空地,RPOOMLNJJIGGFJB47DA,0.0,0.0,0.0,無,
神岡區,土地,朝清段639地號,7.22,住,,,1101101,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,500000,69252,,0.0,0,賣清實拿價格土地增值稅40490元由承買人負擔繳納,RPVNMLKKJIGGFDB27DA,0.0,0.0,0.0,無,
北屯區,土地,大盛段482地號,1440.95,都市：其他:風景區,,,1101103,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2400000,1666,,0.0,0,,RPPQMLLKJIGGFBB86DA,0.0,0.0,0.0,無,
北區,土地,邱厝子段58-41地號,12.0,,,,1101101,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1000000,83333,,0.0,0,包含公共設施保留地用地；,RPUWMLKKJIGGFBB97EA,0.0,0.0,0.0,無,
北屯區,土地,水湳段900地號,7.0,住,,,1101103,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,390000,55714,,0.0,0,,RPXQOLTJJIGGFBB58DA,0.0,0.0,0.0,無,
西屯區,房地(土地+建物),臺中市西屯區黎明路三段３１６號七樓之５,3.12,商,,,1101101,土地1建物1車位0,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840220,23.450000000000003,1,0,1,有,有,1820000,77612,,0.0,0,,RPPOMLMJJIGGFCB76DA,14.25,0.0,2.3,有,
沙鹿區,土地,竹林東段537地號,246.15,都市：其他:保護區,,,1101104,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,744600,3025,,0.0,0,1.民國104年10月19日已有約定土地使用權，係約定興造墳墓用。2.現有墳墓親友、員工、共有人或其他特殊關係間之交易；,RPOPMLLKJIGGFFB17EA,0.0,0.0,0.0,無,00002
北區,房地(土地+建物),臺中市北區大義街２９巷３７號４樓之６,8.64,住,,,1101110,土地1建物1車位0,四層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0771231,27.27,1,0,1,有,有,1000000,36670,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQRNLKKJIGGFBB07DA,16.45,0.0,3.62,有,
北屯區,土地,水湳段90-8地號,3.0,,,,1101102,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,150000,50000,,0.0,0,,RPVTMLLKJIGGFBB77DA,0.0,0.0,0.0,無,
西區,車位,臺中市西區五權西三街１２７號等公共設施,0.0,,,,1101104,土地0建物1車位1,,,其他,,,,19.82,0,0,0,無,有,2000000,,坡道平面,19.82,2000000,僅車位交易；,RPQOMLLKJIGGFAB76EA,0.0,0.0,0.0,有,
烏日區,房地(土地+建物),臺中市烏日區中山路一段１４２號,60.85,住,,,1101102,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0751103,279.12,9,2,3,有,無,8000000,28662,,0.0,0,透天厝土地僅1/3持分無法正常向銀行貸款,RPTNMLLKJIGGFIB67DA,272.59,0.0,6.53,無,
沙鹿區,土地,六路段1716-4地號,35.0,都市：其他:第二種位宅區,,,1101101,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2011000,57457,,0.0,0,,RPVOMLTJJIGGFFB38DA,0.0,0.0,0.0,無,
北區,房地(土地+建物)+車位,臺中市北區文心路四段２００號４樓之３,14.24,住,,,1101102,土地1建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,0860203,157.81,0,0,0,無,有,9600000,60833,坡道機械,0.0,0,,RPQRMLMKJIGGFBB17DA,92.49,0.0,0.0,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區向上路二段４５７號四樓,16.65,住,,,1101101,土地1建物1車位2,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830912,165.85,3,2,2,有,有,12700000,76575,坡道機械,0.0,0,,RPPOMLLKJIGGFCB76DA,92.61,0.0,17.59,有,
北區,房地(土地+建物),臺中市北區進化北路３８２之２號,23.86,住,,,1101102,土地1建物1車位0,一層，地下層,六層,華廈(10層含以下有電梯),其他,鋼筋混凝土造,0700627,153.31,3,3,3,有,無,10900000,71098,,0.0,0,含傢俱設備費；其他增建；,RPTNMLLKJIGGFBB96DA,153.31,0.0,0.0,有,00003
霧峰區,房地(土地+建物),臺中市霧峰區五福路８２９號,92.9,,一般農業區,甲種建築用地,1101102,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,0710108,104.89,3,1,4,有,無,1119380,10672,,0.0,0,本標的為親屬間之買賣,RPXOMLPKJIGGFIB58DA,104.89,0.0,0.0,無,
沙鹿區,土地,正義段1309地號,283.73,,,,1101103,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,9552800,33669,,0.0,0,含土地增值稅或其他稅費；含仲介費；,RPUNMLOKJIGGFFB77DA,0.0,0.0,0.0,無,
東勢區,土地,福興段592地號,77.72,,鄉村區,乙種建築用地,1101105,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,705000,9071,,0.0,0,,RPQNMLQKJIGGFGB67DA,0.0,0.0,0.0,無,
后里區,土地,平安段922地號,16.64,都市：其他:道路用地,,,1101106,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,40000,2404,,0.0,0,包含公共設施保留地用地；,RPXOMLNJJIGGFDB77DA,0.0,0.0,0.0,無,00004
中區,房地(土地+建物),臺中市中區大誠街３９巷２－７－２１號,6.31,商,,,1101103,土地1建物2車位0,七層,七層,華廈(10層含以下有電梯),住家用,見其他登記事項,0610201,39.0,2,0,2,有,有,1980000,50769,,0.0,0,,RPOOMLMKJIGGFAB56DA,39.0,0.0,0.0,有,00005
梧棲區,土地,大庄段大庄小段10-76地號,2.0,住,,,1101108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,250000,125000,,0.0,0,畸零地或有合併使用效益；,RPTOMLPKJIGGFFB97EA,0.0,0.0,0.0,無,
西區,房地(土地+建物)+車位,臺中市西區中興街５３巷２號２樓之３,19.54,商,,,1101102,土地2建物1車位1,二層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840612,121.8,2,2,2,有,有,12150000,99754,坡道機械,0.0,0,含傢俱設備費；,RPUNMLMKJIGGFAB07DA,72.74,1.66,14.62,有,00006
后里區,土地,平安段922地號,16.64,都市：其他:道路用地,,,1101104,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10000,601,,0.0,0,包含公共設施保留地用地；,RPVOMLNJJIGGFDB57DA,0.0,0.0,0.0,無,00004
西屯區,房地(土地+建物)+車位,臺中市西屯區工業區一路６０之２號九樓之７,17.86,住,,,1101112,土地1建物1車位1,九層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830112,203.91000000000003,4,2,2,有,有,12000000,58849,坡道機械,0.0,0,,RPPQMLMKJIGGFCB07DA,146.52,0.69,17.4,有,
后里區,土地,平安段922地號,13.32,都市：其他:道路用地,,,1101104,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,40000,3003,,0.0,0,包含公共設施保留地用地；,RPUOMLNJJIGGFDB47DA,0.0,0.0,0.0,無,00004
東區,房地(土地+建物)+車位,臺中市東區建功街６３號５樓之４,17.05,住,,,1101102,土地1建物1車位1,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0800621,119.28,3,2,2,有,有,6300000,52817,坡道機械,0.0,0,,RPOPMLPKJIGGFAB07EA,71.59,0.0,7.94,有,
