鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
北區,房地(土地+建物),臺中市北區德化街１５０號,113.0,住,,,1111201,土地5建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土造,0710310,363.8,24,0,24,有,無,37900000,104178,,0.0,0,陽台外推；頂樓加蓋；其他增建；,RPSOMLLJKIHGFBB17EA,363.8,0.0,0.0,有,
北區,房地(土地+建物),臺中市北區德化街１４８之４號,22.6,住,,,1111201,土地5建物1車位0,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0710310,73.06,7,0,7,有,無,6500000,88968,,0.0,0,頂樓加蓋；,RPTOMLLJKIHGFBB27EA,73.06,0.0,0.0,有,
大雅區,土地,學雅段193地號,180.52,都市：其他:道路用地,,,1111201,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5829964,32295,,0.0,0,包含公共設施保留地用地；,RPPNMLRJKIHGFHB87DA,0.0,0.0,0.0,無,
中區,房地(土地+建物),臺中市中區成功路１２８巷１８號４樓之９,5.66,商,,,1111103,土地1建物1車位0,四層,五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0730424,25.68,1,0,1,有,無,1700000,66199,,0.0,0,,RPSNMLOJJIHGFAB07DA,20.45,0.0,0.0,有,00001
南屯區,房地(土地+建物)+車位,臺中市南屯區文心南三路５６７號七樓之１,31.19,商,,,1111101,土地1建物1車位2,七層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051203,306.37,4,2,2,有,有,23000000,75073,坡道平面,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPXNMLRJJIHGFCB08DA,140.93,8.57,13.25,有,00002
北屯區,房地(土地+建物),臺中市北屯區太原路三段２４３巷２號３樓之２０,6.07,住,,,1111101,土地1建物1車位0,三層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821214,34.45,1,0,1,有,有,2100000,60958,,0.0,0,,RPQRMLLJJIHGFBB07DA,19.02,0.0,4.02,有,
太平區,房地(土地+建物),臺中市太平區樹孝路６之１巷５號,44.31,商,,,1111101,土地1建物1車位0,一層，二層,十五層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0830426,273.6,3,5,3,有,有,11250000,41118,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLSJJIHGFJB38DA,220.82,1.84,22.09,有,
南屯區,土地,建功段47地號,343.32,住,,,1111101,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,58156000,169393,,0.0,0,,RPXRMLSJJIHGFCB58DA,0.0,0.0,0.0,無,
南區,房地(土地+建物),臺中市南區學府路１８９號８樓之１,5.9,商,,,1111101,土地2建物1車位0,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831207,75.28,2,1,1,有,有,5500000,73061,,0.0,0,,RPRTMLTJJIHGFAB18EA,44.46,0.0,7.62,有,
沙鹿區,土地,國昌段1035地號,9.59,住,,,1111102,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,360000,37539,,0.0,0,,RPRPMLLJJIHGFFB37DA,0.0,0.0,0.0,無,
西屯區,房地(土地+建物),臺中市西屯區櫻花路３０號１樓之２４,12.2,,,,1111102,土地1建物3車位0,一層,六層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0841110,93.47,0,0,0,無,無,2300000,24607,,0.0,0,因本買賣產生之全部費用由買方負擔市場攤位；,RPVNMLMJJIHGFCB37DA,30.79,0.0,0.0,有,
沙鹿區,土地,正義段1447地號,22.47,住,,,1111101,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1121389,49906,,0.0,0,,RPWNMLLJJIHGFFB67DA,0.0,0.0,0.0,無,00003
大甲區,房地(土地+建物),甲后路五段２５１巷８１號,82.46,住,,,1111104,土地1建物1車位0,全,,透天厝,,,,203.55,6,2,4,有,無,14800000,72709,,0.0,0,未登記建物；,RPTNMLRJJIHGFEB87DA,193.41,0.0,10.14,無,
沙鹿區,房地(土地+建物),臺中市沙鹿區自強路７８０巷２弄２９號,188.0,住,,,1111106,土地3建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1020509,178.32,4,3,3,有,有,16180000,90736,,0.0,0,,RPPNMLKKJIHGFFB96DA,160.99,0.0,17.33,無,
西區,房地(土地+建物),臺中市西區忠勤街６０－１號４樓之６,4.03,住,,,1111101,土地1建物1車位0,四層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0811207,32.83,1,1,1,有,有,1550000,47213,,0.0,0,含土地增值稅或其他稅費14451元；含地政士服務費14000元；,RPRNMLLKJIHGFAB76DA,29.88,0.0,1.23,有,
沙鹿區,土地,西勢段567地號,94.83,,鄉村區,乙種建築用地,1111106,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3585597,37811,,0.0,0,,RPVNMLLKJIHGFFB67DA,0.0,0.0,0.0,無,00004
南區,土地,番婆段3-3地號,62.0,都市：其他:道路用地,,,1111109,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11594000,187000,,0.0,0,協議價購；,RPRVMLTJJIHGFAB28DA,0.0,0.0,0.0,無,
豐原區,土地,陽明段992-2地號,26.17,都市：其他:道路用地,,,1111101,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,286186,10936,,0.0,0,包含公共設施保留地用地；,RPXNMLTJJIHGFDB38DA,0.0,0.0,0.0,無,00005
豐原區,土地,新水源段244地號,21.68,都市：其他:道路用地,,,1111101,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,115146,5311,,0.0,0,包含公共設施保留地用地；,RPSOMLSJJIHGFDB87DA,0.0,0.0,0.0,無,00006
龍井區,房地(土地+建物),臺中市龍井區中央路一段１９０號,138.0,商,,,1111101,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,1040224,352.09,6,1,7,有,無,23000000,65324,,0.0,0,含土地增值稅或其他稅費；含地政士服務費；,RPXTMLLKJIHGFKB98DA,323.65,0.0,28.44,有,
龍井區,房地(土地+建物),臺中市龍井區藝術南街３巷１７號,63.0,住,,,1111106,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0690528,105.0,4,1,5,有,無,10000000,95238,,0.0,0,含土地增值稅或其他稅費；含仲介費；含地政士服務費；含租約；,RPVTMLLKJIHGFKB78DA,105.0,0.0,0.0,無,
西屯區,房地(土地+建物),臺中市西屯區櫻花路３０號Ｂ１樓之９,3.64,,,,1111108,土地1建物1車位0,地下一層,六層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0841110,27.85,0,0,0,無,無,500000,17953,,0.0,0,因本買賣產生之全部費用由買方負擔市場攤位；,RPWRMLSJJIHGFCB48DA,9.0,0.0,0.0,有,
清水區,土地,楊厝段439地號,21.08,農,,,1111101,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,103080,4890,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPVMLOKJIHGFFB18DA,0.0,0.0,0.0,無,
西屯區,建物,臺中市西屯區光明路１０８號,0.0,,,,1111101,土地0建物1車位0,全,四層,透天厝,商業用,鋼筋混凝土造,0740114,115.2,3,1,3,有,無,7800000,67708,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPXNMLLKJIHGFCB57DA,110.97,0.0,4.23,無,
大甲區,土地,中山段757-8地號,81.74,住,,,1111108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2101740,25713,,0.0,0,,RPPNMLSJJIHGFEB57DA,0.0,0.0,0.0,無,
沙鹿區,土地,竹林東段256地號,2331.77,都市：其他:保護區,,,1111102,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6000000,2573,,0.0,0,,RPROMLMJJIHGFFB37DA,0.0,0.0,0.0,無,
大雅區,土地,自強段237地號,20.71,,特定農業區,甲種建築用地,1111102,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,258831,12498,,0.0,0,,RPTNMLLKJIHGFHB67DA,0.0,0.0,0.0,無,00007
