鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
大里區,土地,大衛段745地號,83.38,商,,,1110602,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7000528,83959,,0.0,0,地清或未辦繼承標售；,RPUPMLMJOHHGFIB58EA,0.0,0.0,0.0,無,
南屯區,房地(土地+建物)+車位,臺中市南屯區永春東一路５５９號八樓之５,32.79,住,,,1110504,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880128,187.32999999999998,3,1,2,有,有,20500000,109433,坡道平面,16.53,0,,RPXOMLOJNHHGFCB28EA,123.42,0.0,9.55,有,
潭子區,房地(土地+建物)+車位,臺中市潭子區頭張路一段１１７巷１７弄３號三樓,9.54,商,,,1110502,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820511,90.94999999999999,2,2,1,有,有,7350000,80814,坡道機械,0.0,0,,RPRNMLMJNHHGFHB77DA,60.21,0.0,10.2,有,00001
烏日區,土地,五張犁西段1062地號,30.64,農,,,1110502,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,650000,21214,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLTJNHHGFIB68DA,0.0,0.0,0.0,無,00002
大里區,房地(土地+建物),臺中市大里區東南路１６１巷１號,21.73,住,,,1110504,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,0651115,27.46,4,2,2,有,無,600000,21850,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPUTMLQJNHHGFIB56DA,27.46,0.0,0.0,無,
太平區,房地(土地+建物)+車位,臺中市太平區德隆路２５８號六樓之３,24.75,,鄉村區,乙種建築用地,1110502,土地1建物1車位1,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071019,113.63,2,2,1,有,有,6800000,59843,坡道機械,13.72,0,,RPUNMLPJNHHGFJB58DA,53.9,4.42,7.14,有,00003
新社區,土地,新安段912地號,78.82,住,,,1110503,土地2建物0車位0,,,其他,,,,0.0,4,2,2,有,無,3500000,44405,,0.0,0,,RPWOMLKKNHHGFGB18DA,0.0,0.0,0.0,無,
梧棲區,土地,忠孝段19地號,0.54,住,,,1110502,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,21000,0,,0.0,0,,RPPOMLOJNHHGFFB67DA,0.0,0.0,0.0,無,00004
神岡區,房地(土地+建物),臺中市神岡區三民南路１９號,80.28,農,,,1110513,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,1040127,193.96,3,2,4,有,無,16300000,84038,,0.0,0,,RPWNMLMKNHHGFDB08EA,184.26,0.0,9.7,無,
北屯區,房地(土地+建物),臺中市北屯區熱河路二段１０９號,94.0,商,,,1110518,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0710226,192.86,4,1,3,有,無,7151000,37079,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPUUMLLKNHHGFBB28EA,192.86,0.0,0.0,無,
梧棲區,土地,忠孝段660-12地號,4.0,住,,,1110506,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,218000,54500,,0.0,0,政府機關標讓售；,RPTOMLMKNHHGFFB08EA,0.0,0.0,0.0,無,
大甲區,土地,幸福段165-1地號,440.88,農,,,1110503,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7000000,15877,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPPNMLNJNHHGFEB37DA,0.0,0.0,0.0,無,
潭子區,車位,臺中市潭子區榮興街５７巷２２號等公共設施,0.0,,,,1110506,土地0建物1車位1,,,其他,,,,13.24,0,0,0,有,有,950000,,坡道平面,13.23,950000,僅車位交易；,RPSNMLLKNHHGFHB87DA,0.0,0.0,0.0,有,
太平區,土地,長福段47地號,2412.08,住,,,1110504,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,269970000,111924,,0.0,0,,RPSNMLNKNHHGFJB38EA,0.0,0.0,0.0,無,
豐原區,土地,車路墘段溝子墘小段59-7地號,21.0,農,,,1110504,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1200000,57143,,0.0,0,,RPRNMLLKNHHGFDB37DA,0.0,0.0,0.0,無,
東勢區,土地,東勢段中嵙小段151-3地號,332.43,,特定農業區,農牧用地,1110504,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,593000,1784,,0.0,0,,RPPNMLNKNHHGFGB67DA,0.0,0.0,0.0,無,00005
豐原區,土地,福德段550地號,20.93,住,,,1110511,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1269999,60678,,0.0,0,地清或未辦繼承標售；,RPRNMLMKNHHGFDB47DA,0.0,0.0,0.0,無,00006
后里區,土地,中和西段127地號,36.22,農,,,1110506,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1250000,34511,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLNKNHHGFDB47DA,0.0,0.0,0.0,無,
太平區,房地(土地+建物),臺中市太平區建興路２４２巷８號,60.0,住,,,1110506,土地1建物1車位0,全,一層,透天厝,住家用,磚造,0621224,37.95,2,1,1,有,無,3000000,79051,,0.0,0,,RPWNMLNKNHHGFJB68DA,37.95,0.0,0.0,無,00007
后里區,土地,圳寮段385地號,0.28,,山坡地保育區,農牧用地,1110505,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,500,0,,0.0,0,,RPRNMLQKNHHGFDB97EA,0.0,0.0,0.0,無,00008
北屯區,房地(土地+建物)+車位,臺中市北屯區文昌二街２巷１５號６樓,21.7,住,,,1110506,土地1建物1車位1,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851003,187.58,3,2,2,有,有,16500000,87962,坡道平面,0.0,0,,RPUOMLTJNHHGFBB28DA,112.1,2.78,11.68,有,
霧峰區,土地,五福南段588地號,1318.13,,特定農業區,農牧用地,1110506,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11960000,9073,,0.0,0,,RPPNMLNKNHHGFIB87DA,0.0,0.0,0.0,無,
太平區,土地,淨德段40地號,5700.79,,山坡地保育區,林業用地,1110507,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3800000,667,,0.0,0,,RPVNMLNKNHHGFJB58DA,0.0,0.0,0.0,無,
潭子區,房地(土地+建物),臺中市潭子區大豐路二段１３５號,128.22,住,,,1110501,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,0690406,139.32,0,0,0,無,無,10000000,71777,,0.0,0,土地增值稅由買方負擔負責繳納親友、員工、共有人或其他特殊關係間之交易；,RPQNMLQKNHHGFHB28EA,139.32,0.0,0.0,無,
后里區,土地,圳寮段385地號,0.28,,山坡地保育區,農牧用地,1110505,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,500,0,,0.0,0,,RPQNMLQKNHHGFDB87EA,0.0,0.0,0.0,無,00008
南屯區,車位,臺中市南屯區文心路一段２６８號等公共設施,0.0,,,,1110505,土地0建物1車位1,,,其他,,,,16.52,0,0,0,有,有,1780000,,坡道平面,0.0,0,僅車位交易；,RPURMLPJNHHGFCB28DA,0.0,0.0,0.0,有,
清水區,土地,新興段435地號,11.62,都市：其他:道路用地,,,1110504,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,275000,23666,,0.0,0,本案標的為未徵收之道路用地包含公共設施保留地用地；,RPSPMLOJNHHGFFB08DA,0.0,0.0,0.0,無,00010
大里區,房地(土地+建物),臺中市大里區塗城路４３３巷５７之７號,77.62,,鄉村區,乙種建築用地,1110506,土地2建物1車位0,全,四層,透天厝,住家用,ＲＣ鋼筋混凝土造,0991206,215.12,8,2,8,有,無,14400000,66939,,0.0,0,陽台外推；頂樓加蓋；其他增建；,RPUNMLKKNHHGFIB08DA,188.87,0.0,26.25,無,
清水區,房地(土地+建物),臺中市清水區海濱路１６９之１６號,73.47,住,,,1110504,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,0691022,125.28,6,1,3,有,無,2000000,15964,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLSKNHHGFFB28EA,125.28,0.0,0.0,無,
西區,房地(土地+建物),臺中市西區金山路３－３號,27.25,住,,,1110504,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,0670109,53.54,3,4,4,有,無,5000000,93388,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；,RPSOMLQKNHHGFAB77DA,53.53,0.0,0.0,無,
南區,土地,下橋子頭段186-3地號,516.2,都市：其他:道路用地,,,1110504,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,48158879,93295,,0.0,0,道路用地買賣案件,RPWNMLQKNHHGFAB08DA,0.0,0.0,0.0,無,
清水區,土地,新興段405地號,9.42,都市：其他:道路用地,,,1110504,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,175000,18577,,0.0,0,本案標的為未徵收道路用地包含公共設施保留地用地；,RPVPMLOJNHHGFFB38DA,0.0,0.0,0.0,無,00011
北屯區,房地(土地+建物),臺中市北屯區東光路８９２巷２號３樓之１１,5.79,,,,1110504,土地1建物1車位0,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830815,65.15,2,1,1,有,有,3860000,59248,,0.0,0,,RPTNMLRJNHHGFBB87DA,44.53,8.24,0.0,有,
