鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
沙鹿區,房地(土地+建物),臺中市沙鹿區中清路八段４９６號,196.33,住,,,1131205,土地11建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0790905,309.98,6,3,3,有,有,16000000,51616,,0.0,0,,RPROMLPLJHJGFFB97DA,268.86,23.28,17.84,無,
沙鹿區,房地(土地+建物),臺中市沙鹿區福成路１３０巷２１號,95.34,住,,,1131230,土地3建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0900711,183.28,4,3,3,有,無,11880000,64819,,0.0,0,其他增建；,RPPOMLKLKHJGFFB37DA,183.28,0.0,0.0,無,
霧峰區,房地(土地+建物),臺中市霧峰區新生路７號六樓之２,29.77,商,,,1130707,土地3建物1車位0,六層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1041208,150.64,4,1,4,有,有,6900000,45805,,0.0,0,,RPXNMLOJLHJGFIB68DA,90.59,0.0,8.99,有,
東勢區,土地,新合作段380地號,427.25,都市：其他:道路用地,,,1130305,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1421000,3326,,0.0,0,道路用地包含公共設施保留地用地；,RPPNMLPJLHJGFGB77DA,0.0,0.0,0.0,無,00001
沙鹿區,房地(土地+建物),臺中市沙鹿區臺灣大道七段４１７巷６號,76.14,住,,,1130213,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0691230,118.15,2,2,2,有,無,7000000,59247,,0.0,0,,RPPNMLKKJHJGFFB07DA,118.15,0.0,0.0,無,
外埔區,土地,新六分段779地號,2761.42,,特定農業區,農牧用地,1130201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,6000000,2173,,0.0,0,賣方原有臺中市外埔區農會抵押權設定之未償債務，買方同意並承受賣方原有債務。親友、員工、共有人或其他特殊關係間之交易；,RPRNMLPJKHJGFEB67DA,0.0,0.0,0.0,無,
北屯區,土地,大昌段940地號,179.48,住,,,1130201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3600000,20058,,0.0,0,,RPTOMLMJKHJGFBB37DA,0.0,0.0,0.0,無,00002
霧峰區,房地(土地+建物),臺中市霧峰區復興路二段１２６巷３７號,89.38,,山坡地保育區,丙種建築用地,1130205,土地3建物1車位0,全,二層,透天厝,住商用,加強磚造,0661230,109.02,3,2,2,有,無,4560000,41827,,0.0,0,,RPPNMLPKKHJGFIB08EA,109.02,0.0,0.0,無,00003
清水區,土地,銀聯段1971-9地號,6.0,住,,,1130203,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,100000,16667,,0.0,0,,RPTNOLPKKHJGFFB28DA,0.0,0.0,0.0,無,
