鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
大甲區,土地,孟春段48地號,999.02,農,,,1121101,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4995100,5000,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVNMLRJJIIGFEB18DA,0.0,0.0,0.0,無,
太平區,土地,坪林段623-4地號,6.95,,鄉村區,乙種建築用地,1121102,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,485000,69784,,0.0,0,,RPSNMLRJJIIGFJB38DA,0.0,0.0,0.0,無,00001
梧棲區,土地,忠孝段525地號,84.11,住,,,1121103,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3154000,37499,,0.0,0,,RPPNMLSJJIIGFFB87EA,0.0,0.0,0.0,無,00002
大安區,土地,安農段179地號,1500.0,,特定農業區,農牧用地,1121104,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,7000000,4667,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPRNMLTJJIIGFEB97DA,0.0,0.0,0.0,無,
西區,房地(土地+建物),臺中市西區梅川西路二段１８之１１號１０樓,11.98,住,,,1121102,土地1建物1車位0,十層，十一層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941223,124.69,3,2,2,有,有,6280000,50365,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLSJJIIGFAB67DA,76.42,4.45,11.25,有,00003
北屯區,車位,臺中市北屯區文心路四段９５７號地下一層,0.0,,,,1121101,土地0建物1車位1,地下一層,十四層,其他,防空避難室、停車空間,鋼筋混凝土造,0811127,48.01,0,0,0,無,有,1500000,,坡道平面,0.0,1500000,僅車位交易；,RPROMLNJJIIGFBB17DA,0.0,0.0,0.0,有,00004
清水區,房地(土地+建物),臺中市清水區榔一街２０３號,82.0,住,,,1121101,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1110214,162.5,5,2,3,有,無,15460000,95138,,0.0,0,,RPSOMLMJJIIGFFB57DA,161.37,0.0,1.13,無,
潭子區,土地,僑興段26地號,66.5,,,,1121101,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2394000,36000,,0.0,0,自辦重劃抵費地出售,RPPNMLMJJIIGFHB37DA,0.0,0.0,0.0,無,
太平區,車位,臺中市太平區中山路二段３２巷２６號等公共設施,0.0,,,,1121102,土地0建物1車位1,,,其他,,,,36.96,0,0,0,無,有,1600000,,坡道平面,36.96,1600000,僅車位交易；,RPPNMLTJJIIGFJB28DA,0.0,0.0,0.0,有,00005
太平區,車位,臺中市太平區中山路二段３２巷２６號等公共設施,0.0,,,,1121106,土地0建物1車位1,,,其他,,,,36.96,0,0,0,無,有,1600000,,坡道平面,36.96,1600000,僅車位交易；,RPQNMLTJJIIGFJB38DA,0.0,0.0,0.0,有,00005
太平區,車位,臺中市太平區中山路二段３２巷２６號等公共設施,0.0,,,,1121106,土地0建物1車位1,,,其他,,,,36.96,0,0,0,無,無,1600000,,坡道平面,36.96,1600000,僅車位交易；,RPRNMLTJJIIGFJB48DA,0.0,0.0,0.0,無,00005
太平區,車位,臺中市太平區中山路二段３２巷２６號等公共設施,0.0,,,,1121106,土地0建物1車位1,,,其他,,,,36.96,0,0,0,無,有,1600000,,坡道平面,36.96,1600000,僅車位交易；,RPSNMLTJJIIGFJB58DA,0.0,0.0,0.0,有,00005
北區,房地(土地+建物),臺中市北區忠太東路１１９號４樓之１１,2.2,住,,,1121101,土地1建物1車位0,四層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840607,26.59,0,0,0,無,有,1700000,63934,,0.0,0,,RPXQMLLJJIIGFBB77DA,14.61,0.0,1.69,有,
北屯區,房地(土地+建物),臺中市北屯區中清路二段６０５號二樓之４,4.4,住,,,1121101,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830614,25.73,1,0,1,有,有,2000000,77730,,0.0,0,,RPQOMLNJJIIGFBB07DA,15.75,0.64,0.0,有,
